Timestamp,User,Action,File_Involved,Network_IP,Process_Name,Registry_Modified,Persistence_Technique,Log_Cleared,Timestomped,Encoded_Payload,Encrypted_Channel,Uses_Anti_Forensics
4/12/2025 10:46,user2,Logoff,log.txt,None,powershell.exe,1,ServiceInstall,0,0,0,0,0
4/10/2025 15:13,admin,AccountCreation,config.sys,None,cmd.exe,0,ServiceInstall,0,0,0,0,1
4/10/2025 17:32,admin,Logon,log.txt,None,svchost.exe,0,ScheduledTask,0,0,0,0,0
4/10/2025 1:56,user2,ExfiltrateData,None,10.0.0.5,cmd.exe,0,RegistryRunKey,0,0,0,0,1
4/15/2025 16:25,SYSTEM,ClearLogs,config.sys,10.0.0.5,svchost.exe,0,None,1,0,0,0,1
4/13/2025 20:36,attacker,Logon,log.txt,172.16.0.1,explorer.exe,0,RegistryRunKey,0,0,0,0,0
4/12/2025 10:57,user1,InjectProcess,script.ps1,None,svchost.exe,0,None,0,0,0,0,1
4/16/2025 5:09,admin,Logoff,config.sys,8.8.8.8,cmd.exe,1,None,0,0,0,0,0
4/13/2025 7:16,user2,AccountCreation,data.db,172.16.0.1,cmd.exe,1,ServiceInstall,0,0,0,0,1
4/12/2025 21:52,SYSTEM,InjectProcess,script.ps1,10.0.0.5,explorer.exe,1,None,0,0,0,0,1
4/15/2025 17:24,SYSTEM,FileAccess,config.sys,172.16.0.1,powershell.exe,1,RegistryRunKey,0,0,0,0,0
4/12/2025 20:02,attacker,AccountCreation,log.txt,None,explorer.exe,0,ServiceInstall,0,0,0,0,1
4/14/2025 13:38,user1,AccountCreation,None,172.16.0.1,malware.exe,1,ServiceInstall,0,0,0,0,1
4/10/2025 23:41,user1,Logoff,None,192.168.1.10,cmd.exe,1,None,0,0,0,0,0
4/12/2025 11:18,attacker,AccountCreation,script.ps1,None,explorer.exe,1,ScheduledTask,0,0,0,0,1
4/11/2025 22:59,attacker,FileDelete,None,None,powershell.exe,0,RegistryRunKey,0,0,0,0,1
4/14/2025 2:52,attacker,ObfuscateCode,config.sys,10.0.0.5,svchost.exe,0,ServiceInstall,0,0,1,0,1
4/15/2025 4:04,admin,FileDelete,log.txt,None,svchost.exe,0,ScheduledTask,0,0,0,0,1
4/16/2025 12:05,user1,Logon,log.txt,10.0.0.5,explorer.exe,1,ServiceInstall,0,0,0,0,0
4/11/2025 4:45,attacker,ClearLogs,script.ps1,192.168.1.10,svchost.exe,1,None,1,0,0,0,1
4/9/2025 18:24,user2,TimestampChange,None,172.16.0.1,explorer.exe,0,RegistryRunKey,0,1,0,0,1
4/13/2025 18:44,user1,Logon,data.db,10.0.0.5,powershell.exe,0,RegistryRunKey,0,0,0,0,0
4/12/2025 13:33,admin,ClearLogs,script.ps1,8.8.8.8,explorer.exe,1,ServiceInstall,1,0,0,0,1
4/15/2025 0:14,user1,FileDelete,log.txt,8.8.8.8,svchost.exe,0,None,0,0,0,0,1
4/15/2025 14:30,SYSTEM,FileAccess,log.txt,172.16.0.1,malware.exe,1,RegistryRunKey,0,0,0,0,0
4/14/2025 17:27,SYSTEM,ExfiltrateData,None,None,malware.exe,0,ServiceInstall,0,0,0,0,1
4/15/2025 17:55,attacker,AccountCreation,log.txt,None,powershell.exe,0,RegistryRunKey,0,0,0,0,1
4/15/2025 14:58,SYSTEM,FileAccess,data.db,172.16.0.1,svchost.exe,1,ServiceInstall,0,0,0,0,0
4/14/2025 3:14,user1,FileDelete,data.db,8.8.8.8,svchost.exe,0,RegistryRunKey,0,0,0,0,1
4/14/2025 17:19,admin,ClearLogs,None,192.168.1.10,malware.exe,0,None,1,0,0,0,1
4/13/2025 0:56,user1,InjectProcess,log.txt,10.0.0.5,cmd.exe,1,None,0,0,0,0,1
4/14/2025 8:28,attacker,AccountCreation,config.sys,None,malware.exe,0,ScheduledTask,0,0,0,0,1
4/10/2025 0:23,admin,Logon,script.ps1,172.16.0.1,cmd.exe,1,None,0,0,0,0,0
4/16/2025 6:52,user2,TimestampChange,config.sys,8.8.8.8,svchost.exe,1,None,0,1,0,0,1
4/15/2025 20:34,user2,ClearLogs,data.db,172.16.0.1,powershell.exe,1,ServiceInstall,1,0,0,0,1
4/11/2025 6:39,user1,Logon,config.sys,172.16.0.1,explorer.exe,1,ScheduledTask,0,0,0,0,0
4/10/2025 14:03,SYSTEM,Logoff,data.db,192.168.1.10,powershell.exe,1,ScheduledTask,0,0,0,0,0
4/16/2025 2:52,user2,FileDelete,data.db,192.168.1.10,malware.exe,1,None,0,0,0,0,1
4/13/2025 12:21,admin,ClearLogs,None,192.168.1.10,cmd.exe,0,ServiceInstall,1,0,0,0,1
4/10/2025 5:26,attacker,AccountCreation,config.sys,192.168.1.10,powershell.exe,0,RegistryRunKey,0,0,0,0,1
4/15/2025 2:27,user2,ExfiltrateData,None,192.168.1.10,explorer.exe,0,None,0,0,0,0,1
4/14/2025 3:39,attacker,FileDelete,config.sys,None,powershell.exe,1,ServiceInstall,0,0,0,0,1
4/16/2025 5:00,user2,Logon,config.sys,None,malware.exe,0,ScheduledTask,0,0,0,0,0
4/10/2025 20:53,user1,AccountCreation,log.txt,8.8.8.8,malware.exe,0,ServiceInstall,0,0,0,0,1
4/15/2025 15:50,user1,Logon,config.sys,10.0.0.5,malware.exe,0,ServiceInstall,0,0,0,0,0
4/15/2025 12:19,user1,AccountCreation,None,10.0.0.5,svchost.exe,1,None,0,0,0,0,1
4/15/2025 15:35,user2,Logoff,data.db,10.0.0.5,svchost.exe,1,ScheduledTask,0,0,0,0,0
4/10/2025 0:24,admin,ExfiltrateData,log.txt,192.168.1.10,malware.exe,1,ScheduledTask,0,0,0,0,1
4/12/2025 14:14,SYSTEM,FileDelete,data.db,172.16.0.1,malware.exe,1,RegistryRunKey,0,0,0,0,1
4/14/2025 11:19,user1,Logoff,script.ps1,8.8.8.8,explorer.exe,1,RegistryRunKey,0,0,0,0,0
4/16/2025 6:56,admin,Logoff,data.db,192.168.1.10,malware.exe,1,ScheduledTask,0,0,0,0,0
4/14/2025 17:28,SYSTEM,ExfiltrateData,data.db,8.8.8.8,cmd.exe,1,RegistryRunKey,0,0,0,0,1
4/10/2025 7:56,user1,ExfiltrateData,data.db,8.8.8.8,malware.exe,1,None,0,0,0,0,1
4/12/2025 4:38,user2,Logon,None,None,svchost.exe,1,ScheduledTask,0,0,0,0,0
4/12/2025 5:28,attacker,InjectProcess,data.db,192.168.1.10,svchost.exe,0,RegistryRunKey,0,0,0,0,1
4/10/2025 2:49,SYSTEM,Logon,log.txt,192.168.1.10,svchost.exe,1,RegistryRunKey,0,0,0,0,0
4/10/2025 5:57,SYSTEM,TimestampChange,data.db,8.8.8.8,cmd.exe,0,None,0,1,0,0,1
4/14/2025 9:03,user2,ExfiltrateData,config.sys,8.8.8.8,malware.exe,0,ScheduledTask,0,0,0,1,1
4/10/2025 22:45,attacker,TimestampChange,data.db,192.168.1.10,explorer.exe,0,ScheduledTask,0,1,0,0,1
4/12/2025 13:46,user2,ExfiltrateData,None,None,malware.exe,0,RegistryRunKey,0,0,0,1,1
4/16/2025 13:12,admin,FileDelete,config.sys,8.8.8.8,cmd.exe,1,None,0,0,0,0,1
4/13/2025 12:17,user1,Logoff,data.db,None,explorer.exe,0,ServiceInstall,0,0,0,0,0
4/12/2025 1:23,user1,ExfiltrateData,config.sys,None,cmd.exe,1,RegistryRunKey,0,0,0,1,1
4/14/2025 3:27,SYSTEM,Logoff,None,8.8.8.8,powershell.exe,0,ServiceInstall,0,0,0,0,0
4/10/2025 11:29,user1,FileAccess,data.db,8.8.8.8,malware.exe,0,RegistryRunKey,0,0,0,0,0
4/13/2025 9:00,attacker,FileDelete,log.txt,None,svchost.exe,1,RegistryRunKey,0,0,0,0,1
4/10/2025 16:06,user2,Logoff,None,8.8.8.8,explorer.exe,0,ScheduledTask,0,0,0,0,0
4/10/2025 22:35,user2,AccountCreation,None,192.168.1.10,malware.exe,0,ServiceInstall,0,0,0,0,1
4/11/2025 16:19,attacker,Logon,script.ps1,192.168.1.10,cmd.exe,1,ServiceInstall,0,0,0,0,0
4/12/2025 13:03,user2,ClearLogs,data.db,192.168.1.10,malware.exe,0,ScheduledTask,1,0,0,0,1
4/11/2025 4:56,user2,TimestampChange,data.db,10.0.0.5,malware.exe,0,RegistryRunKey,0,1,0,0,1
4/13/2025 14:27,admin,FileAccess,None,None,svchost.exe,0,ServiceInstall,0,0,0,0,0
4/15/2025 9:43,user2,ClearLogs,log.txt,10.0.0.5,malware.exe,0,ServiceInstall,1,0,0,0,1
4/13/2025 12:52,user1,TimestampChange,log.txt,192.168.1.10,cmd.exe,0,ScheduledTask,0,1,0,0,1
4/14/2025 15:51,SYSTEM,ObfuscateCode,data.db,172.16.0.1,malware.exe,0,None,0,0,1,0,1
4/14/2025 7:31,user2,FileAccess,script.ps1,192.168.1.10,malware.exe,1,ServiceInstall,0,0,0,0,0
4/12/2025 23:35,user1,ClearLogs,script.ps1,10.0.0.5,svchost.exe,0,ServiceInstall,1,0,0,0,1
4/12/2025 13:20,user2,ObfuscateCode,log.txt,172.16.0.1,malware.exe,1,RegistryRunKey,0,0,1,0,1
4/11/2025 21:29,user2,InjectProcess,None,8.8.8.8,powershell.exe,1,None,0,0,0,0,1
4/9/2025 23:14,user2,FileAccess,script.ps1,10.0.0.5,powershell.exe,0,RegistryRunKey,0,0,0,0,0
4/10/2025 0:19,admin,Logon,script.ps1,192.168.1.10,malware.exe,1,RegistryRunKey,0,0,0,0,0
4/12/2025 7:26,admin,FileDelete,data.db,8.8.8.8,svchost.exe,1,RegistryRunKey,0,0,0,0,1
4/15/2025 6:44,admin,TimestampChange,log.txt,8.8.8.8,cmd.exe,1,ServiceInstall,0,1,0,0,1
4/10/2025 20:13,attacker,ObfuscateCode,config.sys,None,explorer.exe,0,None,0,0,1,0,1
4/16/2025 4:39,user1,Logoff,config.sys,192.168.1.10,powershell.exe,1,ServiceInstall,0,0,0,0,0
4/9/2025 17:22,SYSTEM,Logon,script.ps1,172.16.0.1,malware.exe,1,RegistryRunKey,0,0,0,0,0
4/13/2025 18:31,admin,Logon,data.db,8.8.8.8,malware.exe,0,RegistryRunKey,0,0,0,0,0
4/15/2025 1:43,user2,ObfuscateCode,None,None,explorer.exe,1,ServiceInstall,0,0,1,0,1
4/13/2025 20:02,attacker,Logon,script.ps1,None,powershell.exe,1,None,0,0,0,0,0
4/10/2025 20:12,SYSTEM,ExfiltrateData,data.db,None,powershell.exe,0,RegistryRunKey,0,0,0,1,1
4/14/2025 10:21,user2,FileDelete,config.sys,192.168.1.10,cmd.exe,0,ScheduledTask,0,0,0,0,1
4/9/2025 16:50,admin,Logon,config.sys,192.168.1.10,powershell.exe,0,ServiceInstall,0,0,0,0,0
4/15/2025 21:30,user1,Logoff,script.ps1,10.0.0.5,explorer.exe,1,ScheduledTask,0,0,0,0,0
4/13/2025 2:12,attacker,ExfiltrateData,log.txt,None,powershell.exe,0,ServiceInstall,0,0,0,1,1
4/15/2025 15:08,user1,AccountCreation,log.txt,192.168.1.10,powershell.exe,0,None,0,0,0,0,1
4/16/2025 5:38,user2,ExfiltrateData,None,10.0.0.5,explorer.exe,0,ServiceInstall,0,0,0,1,1
4/13/2025 4:40,SYSTEM,Logon,data.db,192.168.1.10,malware.exe,0,ScheduledTask,0,0,0,0,0
4/15/2025 20:03,user2,Logoff,config.sys,None,cmd.exe,1,ServiceInstall,0,0,0,0,0
4/14/2025 6:15,SYSTEM,AccountCreation,data.db,172.16.0.1,malware.exe,0,RegistryRunKey,0,0,0,0,1
4/14/2025 11:13,user2,Logon,log.txt,172.16.0.1,malware.exe,1,RegistryRunKey,0,0,0,0,0
4/13/2025 20:48,user1,FileAccess,None,None,explorer.exe,0,ServiceInstall,0,0,0,0,0
4/10/2025 5:57,attacker,Logoff,script.ps1,10.0.0.5,powershell.exe,0,ScheduledTask,0,0,0,0,0
4/12/2025 8:57,SYSTEM,AccountCreation,config.sys,8.8.8.8,cmd.exe,1,ScheduledTask,0,0,0,0,1
4/13/2025 18:43,admin,FileDelete,data.db,8.8.8.8,malware.exe,0,RegistryRunKey,0,0,0,0,1
4/14/2025 4:11,admin,ExfiltrateData,config.sys,192.168.1.10,svchost.exe,1,None,0,0,0,1,1
4/14/2025 12:58,admin,Logon,log.txt,10.0.0.5,malware.exe,0,None,0,0,0,0,0
4/10/2025 12:58,admin,FileDelete,config.sys,10.0.0.5,svchost.exe,1,None,0,0,0,0,1
4/11/2025 21:17,user2,ExfiltrateData,None,172.16.0.1,powershell.exe,1,ServiceInstall,0,0,0,1,1
4/12/2025 5:58,user1,FileAccess,log.txt,10.0.0.5,powershell.exe,1,RegistryRunKey,0,0,0,0,0
4/16/2025 3:36,admin,ExfiltrateData,script.ps1,10.0.0.5,cmd.exe,0,None,0,0,0,1,1
4/16/2025 12:40,user1,TimestampChange,script.ps1,172.16.0.1,powershell.exe,0,None,0,1,0,0,1
4/14/2025 8:34,user2,ClearLogs,config.sys,172.16.0.1,powershell.exe,1,ServiceInstall,1,0,0,0,1
4/11/2025 17:34,user1,InjectProcess,None,None,cmd.exe,0,RegistryRunKey,0,0,0,0,1
4/11/2025 12:30,admin,ObfuscateCode,script.ps1,172.16.0.1,cmd.exe,0,ServiceInstall,0,0,1,0,1
4/15/2025 4:39,user2,Logoff,None,8.8.8.8,malware.exe,0,None,0,0,0,0,0
4/9/2025 16:08,admin,AccountCreation,data.db,10.0.0.5,cmd.exe,0,RegistryRunKey,0,0,0,0,1
4/10/2025 11:32,attacker,FileAccess,config.sys,10.0.0.5,malware.exe,1,ScheduledTask,0,0,0,0,0
4/15/2025 10:50,admin,ExfiltrateData,script.ps1,10.0.0.5,explorer.exe,1,ServiceInstall,0,0,0,1,1
4/11/2025 3:58,admin,FileDelete,data.db,None,explorer.exe,0,ScheduledTask,0,0,0,0,1
4/13/2025 7:28,attacker,InjectProcess,config.sys,None,powershell.exe,1,None,0,0,0,0,1
4/16/2025 5:49,admin,AccountCreation,log.txt,172.16.0.1,cmd.exe,0,ScheduledTask,0,0,0,0,1
4/15/2025 3:37,SYSTEM,TimestampChange,config.sys,192.168.1.10,powershell.exe,0,ServiceInstall,0,1,0,0,1
4/11/2025 6:29,SYSTEM,Logon,script.ps1,192.168.1.10,malware.exe,0,ServiceInstall,0,0,0,0,0
4/16/2025 9:02,admin,Logon,data.db,None,malware.exe,0,ScheduledTask,0,0,0,0,0
4/10/2025 4:44,user2,ObfuscateCode,log.txt,8.8.8.8,malware.exe,0,None,0,0,1,0,1
4/11/2025 0:06,attacker,ClearLogs,script.ps1,None,cmd.exe,0,ScheduledTask,1,0,0,0,1
4/10/2025 6:53,user2,Logoff,config.sys,192.168.1.10,cmd.exe,1,ScheduledTask,0,0,0,0,0
4/15/2025 18:33,user2,TimestampChange,data.db,172.16.0.1,cmd.exe,0,ScheduledTask,0,1,0,0,1
4/14/2025 14:17,attacker,Logon,None,192.168.1.10,powershell.exe,1,ScheduledTask,0,0,0,0,0
4/13/2025 20:08,attacker,TimestampChange,script.ps1,8.8.8.8,cmd.exe,0,ScheduledTask,0,1,0,0,1
4/16/2025 12:20,admin,Logon,script.ps1,None,powershell.exe,1,ScheduledTask,0,0,0,0,0
4/14/2025 1:40,SYSTEM,Logoff,log.txt,192.168.1.10,cmd.exe,0,RegistryRunKey,0,0,0,0,0
4/15/2025 23:20,admin,TimestampChange,None,8.8.8.8,powershell.exe,0,ServiceInstall,0,1,0,0,1
4/11/2025 7:45,SYSTEM,TimestampChange,data.db,10.0.0.5,explorer.exe,1,ServiceInstall,0,1,0,0,1
4/13/2025 5:38,SYSTEM,ClearLogs,data.db,192.168.1.10,malware.exe,0,ScheduledTask,1,0,0,0,1
4/13/2025 18:52,admin,InjectProcess,config.sys,192.168.1.10,powershell.exe,1,RegistryRunKey,0,0,0,0,1
4/13/2025 9:30,user1,ClearLogs,data.db,None,powershell.exe,0,ScheduledTask,1,0,0,0,1
4/12/2025 9:30,admin,Logon,config.sys,8.8.8.8,svchost.exe,0,None,0,0,0,0,0
